4,256,60095
4,256,59226
4,256,58490
4,256,60565
4,256,75899
4,1024,156371
4,1024,118135
4,1024,119406
4,1024,122277
4,1024,120839
4,4096,405690
4,4096,411479
4,4096,412039
4,4096,537760
4,4096,412104
4,16384,2795301
4,16384,2328748
4,16384,2334235
4,16384,2641032
4,16384,2778332
16,256,93749
16,256,61889
16,256,61377
16,256,64978
16,256,61066
16,1024,94066
16,1024,95202
16,1024,95646
16,1024,96185
16,1024,99176
16,4096,250667
16,4096,339845
16,4096,251548
16,4096,333481
16,4096,249050
16,16384,1151673
16,16384,1313141
16,16384,1061157
16,16384,1167290
16,16384,1104689
64,256,109529
64,256,106770
64,256,113937
64,256,103803
64,256,103299
64,1024,134835
64,1024,119147
64,1024,151682
64,1024,122106
64,1024,127055
64,4096,344267
64,4096,400332
64,4096,278237
64,4096,362285
64,4096,341177
64,16384,1228252
64,16384,1198309
64,16384,1278863
64,16384,1273559
64,16384,1351936
256,256,1920206
256,256,1575028
256,256,2215253
256,256,1579086
256,256,1327674
256,1024,1848578
256,1024,1600734
256,1024,1547116
256,1024,1770561
256,1024,1670746
256,4096,1939717
256,4096,2007245
256,4096,2242728
256,4096,1972580
256,4096,1999819
256,16384,3876476
256,16384,3721363
256,16384,4158402
256,16384,3825363
256,16384,3907318
