0,16,903
0,16,921
0,16,923
0,16,918
0,16,903
0,16,928
0,16,930
0,16,928
0,16,925
0,16,923
0,32,4055
0,32,4058
0,32,4049
0,32,4085
0,32,4055
0,32,4057
0,32,5618
0,32,5624
0,32,4744
0,32,4714
0,64,15805
0,64,15784
0,64,17426
0,64,17884
0,64,16952
0,64,14144
0,64,14535
0,64,17904
0,64,17689
0,64,15357
0,128,54889
0,128,54222
0,128,56884
0,128,62998
0,128,54586
0,128,65020
0,128,60530
0,128,64851
0,128,65084
0,128,64664
0,256,221746
0,256,226635
0,256,231526
0,256,217441
0,256,222228
0,256,226456
0,256,225314
0,256,225645
0,256,216466
0,256,234424
