4,16,23681
4,16,23596
4,16,23869
4,16,23680
4,16,24554
4,16,24422
4,16,24728
4,16,25947
4,16,23120
4,16,25009
4,32,93116
4,32,91955
4,32,89124
4,32,85099
4,32,88797
4,32,90035
4,32,85723
4,32,85650
4,32,89853
4,32,87424
4,64,350778
4,64,355229
4,64,334714
4,64,348596
4,64,364593
4,64,341411
4,64,345733
4,64,358967
4,64,359180
4,64,342231
4,128,1415495
4,128,1464985
4,128,1418535
4,128,1460873
4,128,1483041
4,128,1419815
4,128,1471596
4,128,1502396
4,128,1487636
4,128,1486191
4,256,5938639
4,256,5512806
4,256,5808403
4,256,5731898
4,256,5721815
4,256,5776059
4,256,5854628
4,256,5789779
4,256,5650779
4,256,6016846
8,16,35560
8,16,36617
8,16,36765
8,16,36788
8,16,39724
8,16,35673
8,16,40296
8,16,44280
8,16,36154
8,16,38337
8,32,123378
8,32,143205
8,32,118660
8,32,133392
8,32,117676
8,32,120019
8,32,121064
8,32,149783
8,32,105808
8,32,117955
8,64,426445
8,64,408086
8,64,417401
8,64,405254
8,64,438346
8,64,464125
8,64,418216
8,64,431967
8,64,469476
8,64,409685
8,128,1656706
8,128,1567515
8,128,1643610
8,128,1806890
8,128,1752862
8,128,1818246
8,128,1762753
8,128,1702007
8,128,1822383
8,128,1791880
8,256,6747521
8,256,6586738
8,256,6515721
8,256,6829603
8,256,6822841
8,256,7189651
8,256,7027809
8,256,7096845
8,256,7232225
8,256,6983098
16,16,60406
16,16,65273
16,16,51727
16,16,56159
16,16,49717
16,16,49990
16,16,57245
16,16,54149
16,16,53570
16,16,49188
16,32,153465
16,32,157014
16,32,159346
16,32,167822
16,32,150097
16,32,150896
16,32,147115
16,32,147896
16,32,134240
16,32,167579
16,64,341452
16,64,322490
16,64,320462
16,64,321777
16,64,337712
16,64,345174
16,64,382801
16,64,332252
16,64,355190
16,64,319289
16,128,1266676
16,128,1296073
16,128,1253862
16,128,1268072
16,128,1440712
16,128,1236038
16,128,1305811
16,128,1300924
16,128,1249560
16,128,1301356
16,256,5174823
16,256,5246721
16,256,5028802
16,256,5224405
16,256,5190957
16,256,4873036
16,256,5098068
16,256,4984573
16,256,5195313
16,256,5198475
32,16,78181
32,16,67408
32,16,65614
32,16,57999
32,16,68114
32,16,68859
32,16,59472
32,16,74666
32,16,65645
32,16,67870
32,32,160384
32,32,151876
32,32,148190
32,32,168642
32,32,168202
32,32,165994
32,32,171895
32,32,160457
32,32,163831
32,32,159168
32,64,459012
32,64,396663
32,64,386416
32,64,393033
32,64,423504
32,64,389273
32,64,384437
32,64,469707
32,64,357433
32,64,364714
32,128,1238371
32,128,1213793
32,128,1206081
32,128,1216305
32,128,1244444
32,128,1247712
32,128,1268027
32,128,1230440
32,128,1221682
32,128,1247512
32,256,4789809
32,256,4876273
32,256,4999546
32,256,4824375
32,256,4833774
32,256,4762676
32,256,4878587
32,256,4826082
32,256,5108585
32,256,4867718
64,16,121223
64,16,127065
64,16,122272
64,16,127357
64,16,127543
64,16,134377
64,16,118424
64,16,115285
64,16,120789
64,16,115147
64,32,160914
64,32,165892
64,32,156545
64,32,181292
64,32,168687
64,32,193582
64,32,192015
64,32,233034
64,32,190997
64,32,173323
64,64,457027
64,64,514646
64,64,471699
64,64,444425
64,64,485058
64,64,537537
64,64,465074
64,64,491074
64,64,457816
64,64,475363
64,128,1403352
64,128,1508149
64,128,1460099
64,128,1397004
64,128,1401043
64,128,1474381
64,128,1365008
64,128,1375395
64,128,1401170
64,128,1377016
64,256,5249815
64,256,5098448
64,256,5027863
64,256,5008472
64,256,4994494
64,256,5079691
64,256,5107482
64,256,5005036
64,256,5144621
64,256,5031154
128,16,221553
128,16,231004
128,16,219408
128,16,226132
128,16,223329
128,16,228832
128,16,237911
128,16,231352
128,16,234184
128,16,241209
128,32,286846
128,32,268041
128,32,276081
128,32,266796
128,32,286301
128,32,269706
128,32,258353
128,32,283342
128,32,263661
128,32,283865
128,64,610324
128,64,630741
128,64,597363
128,64,585856
128,64,601423
128,64,587411
128,64,637938
128,64,593961
128,64,599030
128,64,632484
128,128,1975238
128,128,1956312
128,128,2033788
128,128,1995334
128,128,1954585
128,128,2046776
128,128,1947965
128,128,1898536
128,128,2035656
128,128,1939009
128,256,6510916
128,256,6577265
128,256,6483103
128,256,6485019
128,256,6515992
128,256,6685691
128,256,6547162
128,256,6593620
128,256,6481183
128,256,6710669
256,16,344163
256,16,405081
256,16,445136
256,16,377924
256,16,397910
256,16,433061
256,16,382056
256,16,372783
256,16,359236
256,16,409672
256,32,474772
256,32,488437
256,32,495014
256,32,487125
256,32,521181
256,32,509971
256,32,522459
256,32,486523
256,32,481066
256,32,538014
256,64,841955
256,64,856730
256,64,875148
256,64,838311
256,64,805329
256,64,845057
256,64,792027
256,64,817896
256,64,785666
256,64,880387
256,128,3209187
256,128,3199780
256,128,3150444
256,128,3221018
256,128,3321708
256,128,3316459
256,128,3382819
256,128,3228839
256,128,3361748
256,128,3302316
256,256,11479002
256,256,11581416
256,256,11481834
256,256,11823722
256,256,11858870
256,256,11592947
256,256,11655368
256,256,11521036
256,256,11755373
256,256,11584018
