1,0.201577,595.572,0.0279565,0.00753522,0.0363738,402.908
2,0.0344295,546.377,0.0124501,0.00544099,0.00388789,196.007
3,0.0239951,598.009,0.00982318,0.00431204,0.0039881,146.656
4,0.0166186,589.851,0.00915098,0.00505772,0.00552121,116.776
5,0.022269,607.316,0.00790397,0.00626666,0.00845717,96.1486
6,0.019299,601.49,0.00696908,0.00521721,0.00553123,84.9985
7,0.0156874,569.749,0.00655753,0.0045907,0.00643306,69.506
8,0.0153523,577.344,0.00644051,0.00468446,0.00557131,60.5872
9,0.0229308,591.109,0.00623816,0.00457814,0.00456928,55.2256
10,0.0146225,591.851,0.00520351,0.0055943,0.00573164,47.4701
