2,100000,14790088
3,100000,10861369
4,100000,8639734
5,100000,7181706
6,100000,6378218
7,100000,5734261
8,100000,5276081
9,100000,4809294
10,100000,4501810
11,100000,4128345
12,100000,3910255
13,100000,3698901
14,100000,3516711
15,100000,3394876
16,100000,3249580
17,100000,3135389
18,100000,3038374
19,100000,3040367
20,100000,2913591
21,100000,2826677
22,100000,2819853
23,100000,2764417
24,100000,2701877
25,100000,2693827
26,100000,2688982
27,100000,2639829
28,100000,2618797
29,100000,2598663
30,100000,2601493
31,100000,2575090
32,100000,2657097
33,100000,2684981
34,100000,2599224
35,100000,2637364
36,100000,2591768
37,100000,2689477
38,100000,2663182
39,100000,2591158
40,100000,2619315
41,100000,2624390
42,100000,2658691
43,100000,2680872
44,100000,2678053
45,100000,2723893
46,100000,2748857
47,100000,2695740
48,100000,2768426
49,100000,2872651
50,100000,2773275
