2,100000,15069221
3,100000,11184540
4,100000,8839100
5,100000,7313205
6,100000,6420341
7,100000,5771337
8,100000,5299854
9,100000,4754774
10,100000,4375626
11,100000,4082748
12,100000,3800779
13,100000,3556008
14,100000,3457344
15,100000,3197810
16,100000,3087614
17,100000,2925433
18,100000,2830422
19,100000,2723151
20,100000,2661327
21,100000,2545389
22,100000,2442514
23,100000,2414213
24,100000,2385762
25,100000,2279453
26,100000,2267842
27,100000,2166291
28,100000,2167074
29,100000,2140776
30,100000,2060063
31,100000,2104313
32,100000,2030067
33,100000,2089051
34,100000,2116464
35,100000,2003671
36,100000,2090767
37,100000,2062893
38,100000,1911778
39,100000,1998747
40,100000,2059146
41,100000,2003512
42,100000,1882651
43,100000,2027940
44,100000,1852699
45,100000,1900575
46,100000,1854744
47,100000,1863766
48,100000,1891811
49,100000,1907186
50,100000,1849487
